bill_id,title,description
1667920,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667921,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667922,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667923,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667924,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667925,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667926,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667927,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667928,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667929,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667930,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667931,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667932,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667933,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667934,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667935,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667936,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667937,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667938,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667939,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667940,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667941,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667942,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667943,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667944,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667945,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667946,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667947,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667948,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667949,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667950,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667951,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1667952,Budget Act of 2023.,An act relating to the Budget Act of 2023.
1671133,Community Anti-Displacement and Preservation Program: statewide contract.,"An act to add Chapter 4 (commencing with Section 50570) to Part 2 of Division 31 of the Health and Safety Code, relating to public contracts."
1671134,Controlled substances: armed possession: fentanyl.,"An act to amend Section 11370.1 of the Health and Safety Code, relating to controlled substances."
1671135,Unemployment: Excluded Workers Program.,"An act to add and repeal Chapter 2 (commencing with Section 2020) of Part 8 of Division 2 of the Labor Code, and to add Section 17140.6 to the Revenue and Taxation Code, relating to unemployment."
1676731,Income tax: health savings accounts.,"An act to amend Sections 17131.4, 17131.5, 17215.1, and 17215.4 of, and to add and repeal Section 17217 of, the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy."
1676732,Department of Water Resources: water supply forecasting.,"An act to add Article 2.2 (commencing with Section 240) to Chapter 2.5 of Division 1 of the Water Code, relating to water."
1679033,Human trafficking: vertical prosecution program.,"An act to add and repeal Chapter 5.8 (commencing with Section 13849) to Title 6 of Part 4 of the Penal Code, relating to crime."
1679035,Health care coverage: independent medical review.,"An act to add Section 1374.37 to the Health and Safety Code, and to add Section 10169.6 to the Insurance Code, relating to health care coverage."
1681539,"California Hope, Opportunity, Perseverance, and Empowerment (HOPE) for Children Trust Account Program.","An act to add Section 12419.3.4 to the Government Code, and to amend Sections 18997.51, 18997.52, and 18997.53 of, to amend, repeal, and add Section 11157 of, and to add Sections 18997.56, 18997.57, 18997.58, 18997.59, 18997.60, and 18997.61 to, the Welfare and Institutions Code, relating to public social services."
1683796,California Food Assistance Program: eligibility and benefits.,"An act to amend and repeal Section 18930 of the Welfare and Institutions Code, relating to public social services."
1683797,California Interagency Council on Homelessness.,"An act to amend Section 8257 of the Welfare and Institutions Code, relating to homelessness."
1683799,Political Reform Act of 1974: disclosures: candidate experience.,"An act to amend Section 85200 of, and to add Section 85200.5 to, the Government Code, relating to the Political Reform Act of 1974."
1686440,Candidates’ statements: false statements.,"An act to amend Section 18351 of the Elections Code, relating to elections."
1686441,Public retirement systems: fossil fuels: divestment.,"An act to amend Section 16642 of, and to add Section 7513.76 to, the Government Code, relating to public retirement systems."
1686443,Correctional facilities: media access.,"An act to add Sections 6357 and 6357.1 to the Penal Code, relating to correctional facilities."
1686447,General aviation airports: funding needs assessment.,"An act to add and repeal Section 14519 of the Government Code, relating to aviation."
1686449,CalWORKs: aid payments.,"An act to amend Section 11450 of the Welfare and Institutions Code, relating to public social services."
1689320,Cybersecurity preparedness: critical infrastructure sectors.,"An act to amend Section 8592.50 of the Government Code, relating to emergency services."
1689323,Crimes: serious and violent felonies.,"An act to amend Section 667.5 of the Penal Code, relating to crimes."
1691367,Off-sale beer and wine licenses: low alcohol-by-volume spirits beverages.,"An act to amend Section 23393 of the Business and Professions Code, relating to alcoholic beverages."
1691368,Elder abuse: emergency financial contact program.,"An act to add Article 12 (commencing with Section 15665) to Chapter 11 of Part 3 of Division 9 of the Welfare and Institutions Code, relating to elder abuse."
1691372,Medi-Cal: federally qualified health centers and rural health clinics.,"An act to amend Section 14132.100 of the Welfare and Institutions Code, relating to Medi-Cal."
1691373,Pupil health: individualized asthma action plan.,"An act to add Article 4.7 (commencing with Section 49469) to Chapter 9 of Part 27 of Division 4 of Title 2 of the Education Code, relating to pupil health."
1691374,Electricity: energization transparency and efficiency: wholesale distribution service.,"An act to add Chapter 8.6 (commencing with Section 2849) to Part 2 of Division 1 of the Public Utilities Code, relating to electricity."
1691375,Criminal procedure: sentencing.,"An act to amend Sections 1172.7 and 1172.75 of the Penal Code, relating to criminal procedure."
1693943,Health care coverage: independent medical review.,"An act to add Sections 1368.012 and 1374.37 to the Health and Safety Code, and to add Sections 10169.4 and 10169.6 to the Insurance Code, relating to health care coverage."
1693944,Board of Pilot Commissioners: surcharge.,"An act to amend Section 1159.1 of the Harbors and Navigation Code, relating to bar pilots, and making an appropriation therefor."
1693948,Voter registration: California New Motor Voter Program.,"An act to amend Sections 2262, 2265, 2267, 2274, and 2276 of, and to add Section 2265.1 to, the Elections Code, relating to voting."
1693954,Aliso Canyon Recovery Account.,"An act to amend Section 2104.7 of the Public Utilities Code, relating to natural gas."
1693956,Middle Class Scholarship Program: community colleges: current and former foster youth.,"An act to amend Sections 70022, 70022.5, and 70023 of, and to add Section 70023.5 to, the Education Code, relating to student financial aid."
1693957,Net zero greenhouse gas emissions goal: carbon dioxide removal: regulations.,"An act to amend Sections 39741.1 and 39741.4 of, and to add Section 38562.3 to, the Health and Safety Code, relating to greenhouse gases."
1697066,Prescribed fire: civil liability: cultural burns.,"An act to amend Section 3333.8 of the Civil Code, and to amend Sections 4002.4 and 4002.6 of, and to add and repeal Article 4.5 (commencing with Section 4505) of Chapter 7 of Part 2 of Division 4 of, the Public Resources Code, relating to fire prevention."
1697068,California Environmental Quality Act: university housing development projects: exemption.,"An act to amend Section 21080.58 of the Public Resources Code, relating to environmental quality."
1697074,“2-1-1” information and referral network.,"An act to add Chapter 18.5 (commencing with Section 18999.85) to Part 6 of Division 9 of the Welfare and Institutions Code, relating to telecommunications."
1697078,Zero-Emission Vehicle Battery Manufacturing Block Grants Program.,"An act to add Chapter 6.7 (commencing with Section 25570) to Division 15 of the Public Resources Code, relating to transportation electrification."
1697080,Health care coverage: endometriosis.,"An act to add Section 1367.17 to the Health and Safety Code, to add Section 10123.186 to the Insurance Code, and to add Section 14132.04 to the Welfare and Institutions Code, relating to health care coverage."
1698936,Political Reform Act of 1974: contribution limits.,"An act to amend and repeal Sections 35177 and 72029 of the Education Code, to amend and repeal Section 10544 of the Elections Code, and to amend, repeal, and add Sections 85301, 85305, 85306, 85307, 85315, 85316, 85317, 85318, and 85702.5 of the Government Code, relating to the Political Reform Act of 1974."
1698941,"Homeless pupils: California Success, Opportunity, and Academic Resilience (SOAR) Guaranteed Income Program.","An act to add and repeal Section 17141.6 of the Revenue and Taxation Code, and to add and repeal Section 10007 of, and to add and repeal Chapter 9 (commencing with Section 8280) of Division 8 of, the Welfare and Institutions Code, relating to homeless pupils."
1698944,State grant programs: negotiated indirect cost rates.,"An act to add Chapter 17.5 (commencing with Section 8900) to Division 1 of Title 2 of the Government Code, relating to state grants."
1698948,Medi-Cal: eyeglasses: Prison Industry Authority.,"An act to amend Section 2807 of the Penal Code, and to add Section 14131.08 to the Welfare and Institutions Code, relating to optometry."
1698954,Gambling Control Act.,"An act to amend Section 19819 of the Business and Professions Code, relating to gambling."
1698955,Subdivision Map Act: exemption: hydrogen fueling stations and electric vehicle charging stations.,"An act to amend Section 66412 of the Government Code, relating to land use."
1701022,Criminal procedure: competence to stand trial.,"An act to amend Section 1372 of the Penal Code, relating to criminal procedure."
1701030,Vehicles: physician and surgeon reporting.,"An act to amend, repeal, and add Section 7930.180 of the Government Code, to amend and repeal Section 103900 of the Health and Safety Code, and to amend Section 12806 of, to add Article 7 (commencing with Section 13030) to Chapter 1 of Division 6 of, and to repeal Section 13030 of, the Vehicle Code, relating to vehicles."
1701032,Automobile dismantling: enforcement.,"An act to amend Section 11545 of the Vehicle Code, relating to vehicle dismantling."
1701036,Facilities for inpatient and residential mental health and substance use disorder: database.,"An act to add Article 7.1 (commencing with Section 1323.2) to Chapter 2 of Division 2 of the Health and Safety Code, relating to health and care facilities, and making an appropriation therefor."
1701039,The California Water Plan: long-term supply targets.,"An act to amend Section 10004.6 of, to repeal Sections 10004.5, 10005, and 10013 of, and to repeal and add Section 10004 of, the Water Code, relating to water."
1701040,"Farm, ranch, and public lands cleanup and abatement: grant program.","An act to amend Sections 48100, 48101, 48103, 48104, and 48106 of, to amend the heading of Chapter 2.5 (commencing with Section 48100) of Part 7 of Division 30 of, and to add Sections 48100.3 and 48100.5 to, the Public Resources Code, relating to solid waste."
1702788,California FAIR Plan Association.,"An act to amend Section 10095.5 of the Insurance Code, relating to insurance."
1702795,Firearms.,"An act to amend Sections 26950 and 32000 of, and to add Sections 32001 and 32002 to, the Penal Code, relating to firearms."
1702797,Victim services: restorative justice.,"An act to add Sections 5034 and 5035 to the Penal Code, relating to victim services."
1702798,California state preschool programs: age of eligibility.,"An act to amend, repeal, and add Sections 8205, 8207, 8208, 8210, 8211, and 8244 of, and to add, repeal, and add Section 8207.1 of, the Education Code, relating to early learning and care."
1702800,Single-family residential property: disclosures.,"An act to add Sections 1102.6i and 1102.6j to the Civil Code, relating to real property."
1702811,Civil actions: housing development projects.,"An act to amend Section 529.2 of the Code of Civil Procedure, relating to civil actions."
1702817,Employer communications: intimidation.,"An act to add Chapter 9 (commencing with Section 1137) to Part 3 of Division 2 of the Labor Code, relating to employment."
1702820,Involuntary commitment.,"An act to amend Section 5402 of, and to amend, repeal, and add Sections 5121 and 5150 of, the Welfare and Institutions Code, relating to mental health."
1702822,"Prohibiting underage, unauthorized marriages.","An act to add Section 289.1 to the Penal Code, relating to underage marriage."
1702826,Foster youth with complex needs: regional health teams.,"An act to add Chapter 4.5 (commencing with Section 5425) to Part 1 of Division 5 of the Welfare and Institutions Code, relating to foster youth."
1702827,Elections: candidate’s statement.,"An act to add and repeal Sections 85602 and 85603 of the Government Code, relating to elections."
1702832,Climate change: applications using hydrogen: assessment.,"An act to add Section 38561.9 to the Health and Safety Code, relating to climate change."
1702836,California Prison Redevelopment Commission.,"An act to add and repeal Chapter 1.3 (commencing with Section 8030) of Division 1 of Title 2 of the Government Code, relating to state government."
1705960,California Environmental Quality Act: expedited environmental review: climate change regulations.,"An act to amend Sections 21159, 21159.1, 21159.2, and 21159.4 of, and to add Section 21159.5 to, the Public Resources Code, relating to environmental quality."
1705962,The Broadband Infrastructure Grant Account and Federal Funding Account.,"An act to add Sections 281.4 and 281.5 to the Public Utilities Code, relating to communications."
1705963,Clean Vehicle Rebate Project: fuel cell electric pickup trucks: battery electric pickup trucks.,"An act to add Section 44274.8 to the Health and Safety Code, relating to air pollution."
1705965,"Health care coverage: antiretroviral drugs, drug devices, and drug products.","An act to amend, repeal, and add Section 1342.74 of the Health and Safety Code, and to amend, repeal, and add Section 10123.1933 of the Insurance Code, relating to health care coverage."
1705968,Tied-house exceptions: advertising: common parent company.,"An act to add Section 25503.66 to the Business and Professions Code, relating to alcoholic beverages."
1705976,"Carbon sequestration: Carbon Capture, Removal, Utilization, and Storage Program: incidental and unintentional residual oil production.","An act to amend Sections 3130 and 3132 of the Public Resources Code, relating to carbon sequestration."
1705978,Regional Housing Finance Authorities.,"An act to add Title 6.5 (commencing with Section 62500) to the Government Code, relating to local government."
1705979,Criminal procedure: discovery.,"An act to amend Sections 1054.1, 1054.5, and 1054.7 of the Penal Code, relating to criminal procedure."
1705980,Sexual battery.,"An act to amend Section 243.4 of the Penal Code, relating to sexual battery."
1705983,Special education: individualized education programs: guidance for translation services.,"An act to add Section 56348 to the Education Code, relating to special education."
1705988,Housing development: approvals.,"An act to amend Sections 65585, 65852.21, and 66411.7 of the Government Code, relating to land use."
1705994,Multifamily Housing Program: nonprofit corporations: homeless or at-risk youth.,"An act to amend Section 50675.1.3 of the Health and Safety Code, relating to housing."
1707634,Pupil instruction: work-based learning: youth apprenticeship programs: high school graduation requirements: pilot program.,"An act to amend Section 51225.3 of, to add Sections 51226.10, 51226.11, and 52064.2 to, and to add and repeal Chapter 14 (commencing with Section 52980) of Part 28 of Division 4 of Title 2 of, the Education Code, relating to pupil instruction."
1707637,Pupil rights: prone restraint.,"An act to amend Sections 49005.1, 49005.8, 56521.1, and 56521.2 of, and to add Section 56028.3 to, the Education Code, relating to pupil rights."
1707638,Escrow agents: customer contact centers.,"An act to add Section 17216 to the Financial Code, relating to escrow agents."
1707644,California American Freedmen Affairs Agency.,"An act to add Part 14 (commencing with Section 16000) to Division 3 of Title 2 of the Government Code, relating to state government."
1707645,Public social services: county departments: mail programs.,"An act to add Section 10814 to the Welfare and Institutions Code, relating to public social services."
1707649,Alcoholic beverages: deliveries: off-sale retail licenses and consumer delivery service permits.,"An act to amend Sections 23320 and 23401.5 of, and to add Section 23394.6 to, the Business and Professions Code, relating to alcoholic beverages."
1707653,School facilities: School Extreme Heat Action Plan Act of 2023.,"An act to add Article 5 (commencing with Section 17615) to Chapter 5 of Part 10.5 of Division 1 of Title 1 of the Education Code, relating to educational facilities."
1707658,Wildfires: defensible space: grant programs: local governments.,"An act to amend Sections 51182 and 51186 of the Government Code, and to amend Sections 4124.5 and 4291 of the Public Resources Code, relating to fire prevention."
1707662,Cannabis: licenses: California Environmental Quality Act.,"An act to add Section 26051.6 to the Business and Professions Code, relating to cannabis."
1707665,Greenhouse gas emissions inventories.,"An act to add Section 38561.1 to the Health and Safety Code, relating to climate change."
1707666,Cannabis: taxation: gross receipts.,"An act to add Sections 16005 and 16106 to the Business and Professions Code, to amend Section 37101 of the Government Code, and to amend Sections 6011, 6012, and 34011.2 of the Revenue and Taxation Code, relating to cannabis, to take effect immediately, tax levy."
1707670,Health care coverage: prior authorization.,"An act to add Article 4.7 (commencing with Section 1366.70) to Chapter 2.2 of Division 2 of, and to repeal Section 1366.81 of, the Health and Safety Code, and to add Article 1.3 (commencing with Section 10127.40) to Chapter 1 of Part 2 of Division 2 of, and to repeal Section 10127.51 of, the Insurance Code, relating to health care coverage."
1707671,Economic development: movement of freight.,"An act to amend Section 12096.3 of, and to add Section 12096.3.6 to, the Government Code, relating to economic development."
1707672,Elections: certification of results.,"An act to amend Section 15372 of the Elections Code, relating to elections."
1707682,California Earthquake Authority.,"An act to amend Sections 10089.13, 10089.16, and 10089.33 of, and to repeal Section 10089.31 of, the Insurance Code, relating to insurance."
1707686,Parking payment zones.,"An act to amend Section 22508 of, and to add and repeal Section 22508.2 of, the Vehicle Code, relating to vehicles."
1707688,Equitable Access to Job Opportunity Pilot Program.,"An act to add and repeal Division 11 (commencing with Section 19000) of the Unemployment Insurance Code, relating to workforce development."
1707690,Surplus state real property: Heman G. Stark Youth Correctional Facility.,"An act to add Section 11011.31 to the Government Code, relating to state government, and making an appropriation therefor."
1707691,City or County of Los Angeles: memorial to forcibly deported Mexican Americans and Mexican immigrants.,"An act to add Section 14638 to the Government Code, relating to memorials."
1709867,Personal Income Tax Law: Corporation Tax Law: wildfires: exclusions.,"An act to add and repeal Sections 17139.4 and 24309.8 of the Revenue and Taxation Code, relating to taxation, and declaring the urgency thereof, to take effect immediately."
1709872,District agricultural associations: real property: affordable housing.,"An act to add Section 4154 to the Food and Agricultural Code, relating to district agricultural associations."
1709874,Gaming: Tribal Nations Access to Justice Act.,"An act to amend Section 19804 of the Business and Professions Code, and to add Chapter 2 (commencing with Section 98020) to Title 16 of the Government Code, relating to gaming."
1709876,Beverage containers: recycling.,"An act to add Section 14549.9 to the Public Resources Code, relating to beverage containers, and declaring the urgency thereof, to take effect immediately."
1709877,Public safety: pools and spas.,"An act to amend Section 7195 of the Business and Professions Code, and to amend Sections 115921, 115922, and 115925 of the Health and Safety Code, relating to public safety."
1709879,Restraining orders.,"An act to amend Section 527.6 of the Code of Civil Procedure, and to amend Section 6301 of the Family Code, relating to restraining orders."
1709894,Political Reform Act of 1974: audits.,"An act to amend, repeal, and add Sections 90000, 90001, and 90006 of, and to add Section 90010 to, the Government Code, relating to the Political Reform Act of 1974."
1709895,Prenatal screening program.,"An act to amend Section 125055 of the Health and Safety Code, relating to public health."
1709896,Fire safety: ingress and egress route recommendations: report.,"An act to add and repeal Section 65040.25 of the Government Code, relating to fire safety."
1709897,Natural gas: prices: report.,"An act to add and repeal Section 913.18 of the Public Utilities Code, relating to natural gas."
1709900,Marriage: underage marriage.,"An act to amend Section 102356 of, to add Section 102250 to, and to add and repeal Section 102233.1 of, the Health and Safety Code, relating to underage marriage."
1709902,Insurance.,"An act to amend Sections 425.16 and 998 of the Code of Civil Procedure, and to amend Sections 1749.81, 1871.7, 10123.857, 11401, 12418.4, and 12931 of the Insurance Code, relating to insurance."
1709908,Salton Sea Conservancy.,"An act to add Division 23.6 (commencing with Section 33810) to the Public Resources Code, relating to conservancies."
1709909,Laborforce housing: Short-Term Rental Tax Law.,"An act to add Chapter 3.6 (commencing with Section 50535) to Part 2 of Division 31 of the Health and Safety Code, and to add Part 16 (commencing with Section 35500) to Division 2 of the Revenue and Taxation Code, relating to housing, and declaring the urgency thereof, to take effect immediately."
1709910,Disability access: construction-related accessibility claims: statutory damages: attorney’s fees and costs.,"An act to add Section 55.565 to the Civil Code, relating to disability access."
1709913,Property taxation: welfare exemption: lower income households: cap.,"An act to amend Section 214 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy."
1709914,Foster youth: disaster aid assistance.,"An act to add Chapter 8 (commencing with Section 16590) to Part 4 of Division 9 of the Welfare and Institutions Code, relating to foster youth."
1709922,Building standards: rainwater catchment systems.,"An act to add Section 17921.8 to the Health and Safety Code, relating to rainwater catchment systems."
1709923,Health care coverage: prior authorization.,"An act to add Article 4.7 (commencing with Section 1366.70) to Chapter 2.2 of Division 2 of, and to repeal Section 1366.81 of, the Health and Safety Code, and to add Article 1.3 (commencing with Section 10127.40) to Chapter 1 of Part 2 of Division 2 of, and to repeal Section 10127.51 of, the Insurance Code, relating to health care coverage."
1709925,California CalFresh Minimum Benefit Adequacy Act of 2023.,"An act to add Section 18901.26 to the Welfare and Institutions Code, relating to CalFresh."
1709932,Controlled substances.,"An act to amend Section 11158.1 of the Health and Safety Code, relating to controlled substances."
1709935,Fire prevention: wildfire mitigation area: defensible space: State Fire Marshal.,"An act to amend Section 51182 of, and to amend and repeal Section 51179 of, the Government Code, and to amend Sections 4201 and 4202 of the Public Resources Code, relating to fire prevention."
1709936,Residential rental properties: fees and advertisements.,"An act to amend Sections 1946, 1946.1, 1947.3, and 1950.5 of the Civil Code, and to amend Section 1161 of the Code of Civil Procedure, relating to tenancy."
1709940,Vehicle traction batteries.,"An act to repeal and add Article 3 (commencing with Section 42450.5) of Chapter 8 of Part 3 of Division 30 of the Public Resources Code, relating to solid waste."
1709945,Low-impact camping areas.,"An act to amend Section 18862.43 of, and to add Part 2.3.5 (commencing with Section 18890) to Division 13 of, the Health and Safety Code, relating to land use."
1712103,Horse racing: state-designated fairs: allocation of revenues: gross receipts for sales and use tax.,"An act to amend Sections 19620.1, 19620.15, and 19620.2 of the Business and Professions Code, relating to horse racing, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately."
1712110,Workers’ compensation: gender equity comparative analysis.,"An act to add Section 3206.5 to the Labor Code, relating to workers’ compensation."
1712111,Vehicles: off-highway recreation: Red Rock Canyon State Park.,"An act to amend Sections 38026 and 38026.5 of, and to add and repeal Section 38026.3 of, the Vehicle Code, relating to vehicles."
1712115,Workers’ compensation: utilization review.,"An act to amend Section 4610 of the Labor Code, relating to workers’ compensation."
1712117,Climate Resiliency and Flood Protection Bond Act of 2024.,"An act to add Division 36 (commencing with Section 86000) to the Water Code, relating to flood protection and climate resiliency programs, by providing the funds necessary therefor through an election for the issuance and sale of bonds of the State of California and for the handling and disposition of those funds."
1712118,Medical professionals: course requirements.,"An act to amend Sections 2190.3 and 2811.5 of, and to add Section 3524.6 to, the Business and Professions Code, relating to healing arts."
1712122,School safety: Safe-To-Tell Program.,"An act to add Chapter 2.4 (commencing with Section 32256) to Part 19 of Division 1 of Title 1 of the Education Code, relating to school safety."
1712125,Civil law: personal rights: online sex trafficking: sexual photographs.,"An act to add Sections 52.9 and 52.95 to the Civil Code, relating to civil law."
1712130,California Environmental Quality Act: groundwater recharge projects: Judicial Council rules of court.,"An act to add Section 21168.6.11 to the Public Resources Code, relating to environmental quality."
1712151,Residential property insurance.,"An act to add Article 4 (commencing with Section 2090) to Chapter 2 of Part 1 of Division 2 of the Insurance Code, relating to insurance."
1712154,Prescribed grazing: local assistance grant program: Wildfire and Forest Resilience Task Force.,"An act to amend Section 4124.5 of, and to add Sections 741.5 and 4771.6 to, the Public Resources Code, relating to fire prevention."
1712159,Features that harm child users: civil penalty.,"An act to add Section 1714.48 to the Civil Code, relating to social media platforms."
1712162,Hotels and short-term rentals: advertised rates: mandatory fees.,"An act to add Section 17568.51 to the Business and Professions Code, relating to business."
1712167,Agrivoltaic systems: grant funding.,"An act to add Section 25238 to the Public Resources Code, relating to energy."
1712168,Local coastal program: bicycle lane: amendment.,"An act to add Section 30610.91 to the Public Resources Code, relating to coastal resources."
1712169,Domestic violence.,"An act to amend Section 803.7 of the Penal Code, relating to domestic violence."
1712170,Pupil attendance: truancy notifications.,"An act to amend, repeal, and add Section 48260.5 of the Education Code, relating to pupil attendance."
1712176,Conspiracy against trade: punishment.,"An act to amend Section 16755 of the Business and Professions Code, relating to business."
1712186,Responsible Textile Recovery Act of 2024.,"An act to add Chapter 20.5 (commencing with Section 42984) to Part 3 of Division 30 of the Public Resources Code, relating to solid waste."
1712187,Vehicles: off-highway motor vehicles: off-highway motorcycles: sanctioned event permit.,"An act to add Sections 38087.7 and 38231.7 to the Vehicle Code, relating to vehicles."
1712190,Community colleges: blockchain industry report.,"An act to add and repeal Article 5 (commencing with Section 78280) of Chapter 2 of Part 48 of Division 7 of Title 3 of the Education Code, relating to community colleges."
1712197,Elections: official canvass: unprocessed ballots.,"An act to amend Section 15305 of the Elections Code, relating to elections."
1712199,Gas corporations: safety: proceedings: employee organization participation.,"An act to add Section 962 to the Public Utilities Code, relating to gas corporations."
1712200,General plan: annual report: suite-style student housing quarters.,"An act to amend Section 65400 of the Government Code, relating to land use."
1712203,Political Reform Act of 1974: communications.,"An act to add Section 85311 to the Government Code, relating to the Political Reform Act of 1974."
1712205,Property taxation: exemption: disabled veteran homeowners.,"An act to add and repeal Section 205.5.1 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy."
1714680,Health care coverage: treatment for infertility and fertility services.,"An act to repeal and add Section 1374.55 of the Health and Safety Code, and to repeal and add Section 10119.6 of the Insurance Code, relating to health care coverage."
1714684,Solitary confinement.,"An act to add Article 7 (commencing with Section 2697) to Chapter 4 of Title 1 of Part 3 of the Penal Code, relating to corrections."
1714686,San Francisco Bay Area Regional Housing Finance Act: expenditure of funds: public works.,"An act to add Section 64650.5 to the Government Code, relating to housing."
1714690,Construction manager at-risk construction contracts: City of Elk Grove: zoo project.,"An act to add Section 20175 to the Public Contract Code, relating to public contracts, and declaring the urgency thereof, to take effect immediately."
1714706,Energy efficiency and building decarbonization programs.,"An act to add Section 25237 to the Public Resources Code, relating to energy."
1714709,Firearms.,"An act to amend Section 5343.5 of the Food and Agricultural Code, and to amend Sections 27520 and 27590 of the Penal Code, relating to firearms."
1714713,Local detention facilities: safety checks.,"An act to amend Section 6030 of the Penal Code, relating to local correctional facilities."
1714715,Minors: online platforms.,"An act to add Part 2.5 (commencing with Section 6650) to Division 11 of the Family Code, relating to minors."
1714719,California Environmental Quality Act: Transportation Agency: vehicle miles traveled: study.,"An act to add and repeal Section 21099.5 of the Public Resources Code, relating to environmental quality."
1714720,Local government: fiscal and financial training.,"An act to add Article 2.4.6 (commencing with Section 53238) to Chapter 2 of Part 1 of Division 2 of Title 5 of the Government Code, relating to local government."
1714729,Excavations: subsurface installations.,"An act to amend Sections 4216, 4216.2, 4216.3, 4216.4, 4216.5, 4216.6, 4216.7, and 4216.13 of the Government Code, relating to excavations."
1714732,Methane emissions: natural gas producing low methane emissions.,"An act to amend Sections 38592 and 39607 of the Health and Safety Code, relating to greenhouse gases."
1714733,Gubernatorial appointments: report.,"An act to add Section 1305 to the Government Code, relating to state government."
1714734,Veterans: suicide.,"An act to add and repeal Article 6 (commencing with Section 976) of Chapter 5 of Division 4 of the Military and Veterans Code, relating to veterans."
1714736,Consumer protection: ticket sellers.,"An act to amend Sections 22500, 22501, 22502, 22503, 22507, and 22511 of, to amend and renumber Sections 22502.2, 22502.3, 22503.6, and 22505.5 of, to amend, renumber, and add Section 22502.1 of, to add Section 22505.2 to, and to repeal Sections 22503.5 and 22508 of, the Business and Professions Code, relating to business."
1714743,State property.,"An act to amend Section 11011.15 of the Government Code, relating to state property."
1714746,"Energy: building energy efficiency: heating, ventilation, and air-conditioning equipment sale registry and compliance tracking system: electronic statewide compliance documentation data repository.","An act to add Sections 25402.20 and 25402.21 to the Public Resources Code, relating to energy."
1714747,Threats: schools and places of worship.,"An act to add Section 422.2 to the Penal Code, relating to threats."
1714753,Licensing boards: disqualification from licensure: criminal conviction.,"An act to amend Section 480 of the Business and Professions Code, relating to professions and vocations."
1714754,Heal Our Heroes Act.,"An act to add and repeal Article 6 (commencing with Section 11310) of Chapter 5 of Division 10 of the Health and Safety Code, relating to controlled substances."
1714755,Criminal procedure: hearsay testimony at preliminary hearings.,"An act to amend Section 872 of the Penal Code, relating to criminal procedure."
1714758,Adoption facilitators.,"An act to amend Sections 8609, 8610, and 8621 of, to add Section 8621.5 to, to repeal Sections 8637 and 8921 of, and to repeal Chapter 1.5 (commencing with Section 8623 of Part 2 of Division 13 of, the Family Code, relating to adoption."
1714762,Teacher credentialing: Interstate Teacher Mobility Compact.,"An act to add Article 17 (commencing with Section 44419) to Chapter 2 of Part 25 of Division 3 of Title 2 to the Education Code, relating to teacher credentialing."
1714768,"Barbering and cosmetology: application, examination, and licensing fees.","An act to amend Section 7423 of the Business and Professions Code, relating to professions."
1714769,Department of Consumer Affairs: terms of office: fingerprinting.,"An act to amend Sections 130 and 144 of the Business and Professions Code, relating to consumer affairs."
1714770,Medi-Cal: certification.,"An act to amend Section 14043.15 of the Welfare and Institutions Code, relating to Medi-Cal."
1714771,Cannabis: enforcement: seizure of property.,"An act to add Section 26038.2 to the Business and Professions Code, relating to cannabis."
1714772,Elections: Secretary of State.,"An act to amend Section 9033 of the Elections Code, relating to elections."
